Loading workload 100 _1_0 try 1
74baff9e5a2e   secondary1   0.63%     94.55MiB / 7.73GiB   1.19%     5.94MB / 3.99MB   45.2MB / 71.4MB   75
b9633d65fafd   secondary2   0.66%     85.55MiB / 7.73GiB   1.08%     5.86MB / 3.98MB   3.19MB / 71.6MB   75
84e3f0c4f254   secondary3   0.69%     85.92MiB / 7.73GiB   1.09%     5.98MB / 4.02MB   10.8MB / 71.6MB   74
a3ce8b8c30c6   primary      0.56%     120.6MiB / 7.73GiB   1.52%     94MB / 35.1MB     66.8MB / 64MB     78
Loading workload 100 _10_90 try 7
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.66%     94.31MiB / 7.73GiB   1.19%     5.99MB / 4.05MB   45.2MB / 71.5MB   74
b9633d65fafd   secondary2   0.79%     85.56MiB / 7.73GiB   1.08%     5.91MB / 4.04MB   3.19MB / 71.6MB   75
84e3f0c4f254   secondary3   0.48%     85.93MiB / 7.73GiB   1.09%     6.02MB / 4.07MB   10.8MB / 71.7MB   74
a3ce8b8c30c6   primary      0.64%     121.9MiB / 7.73GiB   1.54%     95.3MB / 35.3MB   66.8MB / 64MB     78
Loading workload 500 _1_0 try 7
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.67%     94.5MiB / 7.73GiB    1.19%     6.03MB / 4.11MB   45.2MB / 71.6MB   73
b9633d65fafd   secondary2   0.60%     85.5MiB / 7.73GiB    1.08%     5.95MB / 4.09MB   3.19MB / 71.7MB   73
84e3f0c4f254   secondary3   0.67%     84.76MiB / 7.73GiB   1.07%     6.07MB / 4.13MB   10.8MB / 71.8MB   73
a3ce8b8c30c6   primary      0.71%     123.4MiB / 7.73GiB   1.56%     96.7MB / 35.4MB   66.8MB / 66.5MB   78
Loading workload 500 _50_50 try 7
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.51%     94.57MiB / 7.73GiB   1.19%     6.08MB / 4.16MB   45.2MB / 74.2MB   72
b9633d65fafd   secondary2   0.65%     85.48MiB / 7.73GiB   1.08%     6MB / 4.15MB      3.19MB / 74.3MB   72
84e3f0c4f254   secondary3   0.58%     85.02MiB / 7.73GiB   1.07%     6.11MB / 4.18MB   10.8MB / 74.4MB   72
a3ce8b8c30c6   primary      0.61%     124.7MiB / 7.73GiB   1.58%     98.1MB / 36.1MB   66.8MB / 66.5MB   78
Loading workload 500 _10_90 try 7
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   1.36%     94.57MiB / 7.73GiB   1.19%     6.13MB / 4.22MB   45.2MB / 74.3MB   72
b9633d65fafd   secondary2   0.81%     85.39MiB / 7.73GiB   1.08%     6.05MB / 4.21MB   3.19MB / 74.4MB   72
84e3f0c4f254   secondary3   0.63%     85.02MiB / 7.73GiB   1.07%     6.16MB / 4.24MB   10.8MB / 74.5MB   72
a3ce8b8c30c6   primary      0.68%     126.9MiB / 7.73GiB   1.60%     99.7MB / 36.6MB   66.8MB / 66.6MB   78
Loading workload 1000 _1_0 try 7
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.77%     94.31MiB / 7.73GiB   1.19%     6.17MB / 4.27MB   45.2MB / 74.4MB   72
b9633d65fafd   secondary2   1.00%     85.45MiB / 7.73GiB   1.08%     6.09MB / 4.27MB   3.19MB / 74.4MB   73
84e3f0c4f254   secondary3   1.09%     85.03MiB / 7.73GiB   1.07%     6.21MB / 4.3MB    10.8MB / 74.6MB   72
a3ce8b8c30c6   primary      0.96%     127.3MiB / 7.73GiB   1.61%     102MB / 36.8MB    66.8MB / 69.2MB   78
Loading workload 1000 _50_50 try 7
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.63%     94.57MiB / 7.73GiB   1.19%     6.22MB / 4.33MB   45.2MB / 77.2MB   72
b9633d65fafd   secondary2   0.73%     85.48MiB / 7.73GiB   1.08%     6.14MB / 4.32MB   3.19MB / 77.2MB   73
84e3f0c4f254   secondary3   0.80%     85.01MiB / 7.73GiB   1.07%     6.26MB / 4.35MB   10.8MB / 77.4MB   71
a3ce8b8c30c6   primary      0.69%     127.3MiB / 7.73GiB   1.61%     103MB / 38.1MB    66.8MB / 69.3MB   79
Loading workload 1000 _10_90 try 7
CONTAINER ID   NAME         CPU %     MEM USAGE / LIMIT    MEM %     NET I/O           BLOCK I/O         PIDS
74baff9e5a2e   secondary1   0.58%     94.57MiB / 7.73GiB   1.19%     6.27MB / 4.39MB   45.2MB / 77.3MB   72
b9633d65fafd   secondary2   0.62%     85.49MiB / 7.73GiB   1.08%     6.19MB / 4.38MB   3.19MB / 77.3MB   73
84e3f0c4f254   secondary3   0.59%     85.01MiB / 7.73GiB   1.07%     6.3MB / 4.41MB    10.8MB / 77.5MB   71
a3ce8b8c30c6   primary      0.59%     127.4MiB / 7.73GiB   1.61%     105MB / 38.8MB    66.8MB / 69.4MB   79
