100,10_90, 340, 294.11764705882354, 11337.92857142857, 314, 149503, 343.59302325581393, 107, 821
500,1_0, 575, 869.5652173913044, 746.63, 208, 172543,,,
500,50_50, 490, 1020.4081632653061, 369.5421686746988, 173, 6851, 1005.0677290836653, 171, 142591
500,10_90, 519, 963.3911368015414, 1682.9, 284, 8543, 599.7431818181818, 51, 163455
1000,1_0, 646, 1547.9876160990711, 495.86, 179, 149247,,,
1000,50_50, 617, 1620.7455429497568, 244.9607843137255, 159, 5735, 617.8204081632653, 239, 128703
1000,10_90, 720, 1388.888888888889, 2262.5824175824177, 228, 8155, 367.6743674367437, 13, 161919
100,1_0, 398, 251.25628140703517, 2327.77, 303, 170879,,,
100,50_50, 351, 284.9002849002849, 424.54901960784315, 237, 5531, 3958.4285714285716, 304, 171775
100,10_90, 327, 305.8103975535168, 971.0909090909091, 294, 6907, 2359.483146067416, 324, 165759
500,1_0, 524, 954.1984732824427, 700.446, 216, 148863,,,
500,50_50, 548, 912.4087591240876, 1188.2727272727273, 200, 154879, 254.78389830508473, 58, 3413
500,10_90, 598, 836.1204013377926, 1788.84, 323, 7599, 725.8088888888889, 46, 173695
1000,1_0, 659, 1517.4506828528072, 491.078, 127, 164607,,,
1000,50_50, 652, 1533.7423312883436, 284.61216730038024, 144, 6583, 706.2869198312236, 86, 152831
1000,10_90, 703, 1422.475106685633, 1013.0952380952381, 211, 14551, 456.0513966480447, 15, 155519
100,1_0, 358, 279.3296089385475, 2351.72, 277, 160127,,,
100,50_50, 402, 248.75621890547265, 4382.1509433962265, 257, 202751, 491.02127659574467, 168, 1301
100,10_90, 359, 278.55153203342616, 3101.6363636363635, 572, 15839, 2035.6516853932585, 62, 158463
500,1_0, 507, 986.1932938856016, 673.92, 212, 142591,,,
500,50_50, 522, 957.8544061302682, 1005.5654008438819, 202, 149503, 473.40304182509504, 271, 3145
500,10_90, 541, 924.2144177449168, 1213.9454545454546, 287, 7763, 625.9752808988763, 45, 145023
1000,1_0, 658, 1519.756838905775, 488.016, 208, 146175,,,
1000,50_50, 773, 1293.6610608020699, 654.9938524590164, 215, 9959, 471.146484375, 29, 144639
1000,10_90, 754, 1326.2599469496022, 2130.10101010101, 289, 8139, 397.66037735849056, 13, 173951
100,1_0, 359, 278.55153203342616, 2044.74, 230, 169087,,,
100,50_50, 372, 268.81720430107526, 4445.268292682927, 293, 165119, 248.47457627118644, 136, 1172
100,10_90, 362, 276.24309392265195, 2017.3333333333333, 350, 7531, 1930.065934065934, 88, 145023
500,1_0, 575, 869.5652173913044, 768.266, 235, 139391,,,
500,50_50, 583, 857.6329331046312, 1092.9802371541502, 202, 170239, 428.34412955465586, 88, 5535
500,10_90, 678, 737.4631268436578, 1811.5744680851064, 272, 8183, 823.2229580573951, 41, 214399
1000,1_0, 682, 1466.275659824047, 512.426, 171, 152063,,,
1000,50_50, 837, 1194.7431302270013, 681.5094339622641, 206, 10919, 657.9521988527724, 23, 197375
1000,10_90, 760, 1315.7894736842106, 2489.1686746987953, 304, 17087, 386.68920392584516, 14, 159487
100,1_0, 373, 268.0965147453083, 2155.67, 274, 168191,,,
100,50_50, 309, 323.62459546925567, 3380.0701754385964, 198, 168831, 510.3720930232558, 274, 1434
100,10_90, 346, 289.01734104046244, 689.0, 231, 5031, 1878.103448275862, 279, 125375
500,1_0, 505, 990.0990099009902, 667.71, 208, 131839,,,
500,50_50, 587, 851.7887563884157, 741.047619047619, 250, 8943, 898.0846774193549, 61, 159999
500,10_90, 577, 866.5511265164645, 766.377358490566, 229, 7031, 786.228187919463, 45, 204415
1000,1_0, 768, 1302.0833333333333, 598.977, 185, 167039,,,
1000,50_50, 620, 1612.9032258064517, 545.9519832985386, 150, 111807, 361.9328214971209, 37, 4835
1000,10_90, 801, 1248.4394506866417, 2489.4210526315787, 283, 15975, 356.1093922651934, 7, 148223
