500,1_0,secondary1,0.58,94.4, 1.19,5765.12,3706.88
500,1_0,secondary2,0.94,85.24,1.08,5683.2,3696.64
500,1_0,secondary3,0.99,85.93,1.09,5806.08,3727.36
500,1_0,primary,1.09,118.7,1.50,83865.6,32665.6
500,50_50,secondary1,0.54,94.43,1.19,5806.08,3768.32
500,50_50,secondary2,0.64,85.3, 1.08,5724.16,3758.08
500,50_50,secondary3,0.69,85.94,1.09,5847.04,3788.8
500,50_50,primary,0.67,118.2,1.49,85504.0,33075.2
500,10_90,secondary1,0.58,94.45,1.19,5857.28,3829.76
500,10_90,secondary2,0.58,85.27,1.08,5775.36,3809.28
500,10_90,secondary3,0.64,85.94,1.09,5898.24,3850.24
500,10_90,primary,1.13,118.3,1.49,87449.6,33280.0
1000,1_0,secondary1,0.69,94.3, 1.19,5908.48,3891.2
1000,1_0,secondary2,0.79,85.27,1.08,5826.56,3870.72
1000,1_0,secondary3,0.73,85.79,1.08,5939.2,3901.44
1000,1_0,primary,0.92,118.4,1.50,88883.2,34713.6
1000,50_50,secondary1,1.28,94.36,1.19,5959.68,3942.4
1000,50_50,secondary2,0.86,85.46,1.08,5877.76,3932.16
1000,50_50,secondary3,1.29,85.88,1.08,5990.4,3962.88
1000,50_50,primary,0.67,118.4,1.50,91033.6,35430.4
1000,10_90,secondary1,0.70,94.34,1.19,6021.12,4003.84
1000,10_90,secondary2,0.64,85.56,1.08,5928.96,3993.6
1000,10_90,secondary3,0.60,85.83,1.08,6051.84,4024.32
1000,10_90,primary,0.72,118.8,1.50,93593.6,35737.6
100,1_0,secondary1,0.89,94.46,1.19,6062.08,4065.28
100,1_0,secondary2,0.85,85.57,1.08,5980.16,4044.8
100,1_0,secondary3,0.90,85.97,1.09,6103.04,4085.76
100,1_0,primary,0.67,119.5,1.51,94924.8,35942.4
100,50_50,secondary1,0.62,94.55,1.19,6103.04,4116.48
100,50_50,secondary2,0.56,85.56,1.08,6021.12,4106.24
100,50_50,secondary3,0.72,85.93,1.09,6144.0,4136.96
100,50_50,primary,0.69,120.4,1.52,96256.0,36044.8
100,10_90,secondary1,0.72,94.36,1.19,6154.24,4177.92
100,10_90,secondary2,0.72,85.53,1.08,6072.32,4167.68
100,10_90,secondary3,0.61,84.68,1.07,6184.96,4198.4
100,10_90,primary,0.71,122.1,1.54,97689.6,36249.6
500,1_0,secondary1,0.54,94.6, 1.20,6205.44,4239.36
500,1_0,secondary2,0.63,85.5, 1.08,6123.52,4218.88
500,1_0,secondary3,0.59,85.05,1.07,6236.16,4259.84
500,1_0,primary,0.82,123.2,1.56,99123.2,36966.4
500,50_50,secondary1,0.51,94.57,1.19,6246.4,4290.56
500,50_50,secondary2,0.85,85.45,1.08,6164.48,4280.32
500,50_50,secondary3,1.49,85.02,1.07,6287.36,4311.04
500,50_50,primary,0.66,125.1,1.58,100761.6,37376.0
500,10_90,secondary1,0.55,94.31,1.19,6297.6,4352.0
500,10_90,secondary2,0.58,85.45,1.08,6215.68,4331.52
500,10_90,secondary3,0.45,85.03,1.07,6338.56,4372.48
500,10_90,primary,0.84,127.3,1.61,102400.0,37580.8
1000,1_0,secondary1,0.47,94.57,1.19,6348.8,4403.2
1000,1_0,secondary2,0.54,85.47,1.08,6266.88,4392.96
1000,1_0,secondary3,0.57,85.04,1.07,6379.52,4433.92
1000,1_0,primary,0.90,127.3,1.61,104448.0,39014.4
1000,50_50,secondary1,0.56,94.57,1.19,6389.76,4464.64
1000,50_50,secondary2,1.16,85.49,1.08,6307.84,4454.4
1000,50_50,secondary3,0.61,85.01,1.07,6430.72,4485.12
1000,50_50,primary,0.61,127.3,1.61,106496.0,39731.2
1000,10_90,secondary1,0.54,94.57,1.19,6440.96,4526.08
1000,10_90,secondary2,0.56,85.41,1.08,6359.04,4515.84
1000,10_90,secondary3,0.57,85.02,1.07,6481.92,4546.56
1000,10_90,primary,0.73,127.4,1.61,108544.0,39936.0
